EventTemplate,Occurrences
Beacon IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 8b <*> 0c <*> <*> <*> <*> <*> 0b <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,1
DisplayPowerState Updating <*> <*> <*> <*> ,4
<*> BaseBroadcast.sendBroadcast(BaseBroadcast.java:<*>) no receiver for <*> ,3
HwLogUpload exist ,1
tmp: nsp-callback=http://logservice.vmall.com/osg/logServerAction!uf.htm?lsId=<*>&st=RmaRXVeJGy9IHFxcSQDo9KtlS7eY8GFcF07hTRK28as%3D&dsKey=<*>&tblName=<*>&nsp-callback-status=<*>&nsp-file-md5=29de26091d76d276231dd20c7b01f447&nsp-file-size=<*>&nsp-ts=<*> ,1
onScreenTurningOn ,5
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> dreaming: false; Authenticated: false ,1
ImsSenderRxr : <*> <*> <*> <*> <*> ,5
no net ctrl socket pending alarm! <*> <*> <*> ,2
<*> not in <*> <*> ,6
<*> <*> <*> = <*> to <*> ,5
removeCallbacksAndMessages end ,1
updateRotationUnchecked(alwaysSendConfiguration=false) ,21
new ThermalAction ,3
Sending <*> <*> <*> <*> <*> <*> <*> <*> ,3
bssid=<*>:<*>:bc:0b:2b:e1;freq=<*>;level=<*>;flags=<*>;ssid=Huawei-Employee; ,1
ACDB -> <*> <*> = <*>, <*> = <*>, <*> id = <*> <*> <*> = <*> ,1
ImsSenderRxr : <*> = true type = <*> status = <*> <*> <*> <*> ,3
onReceive:screen off ,4
WPS: attr type=0x1008 len=<*> ,36
action:com.huawei.betaclub.UPLOAD_PROGRESS, mPermissionType:<*> ,3
Add randomness: count=<*> entropy=<*> ,27
action:com.android.systemui.statusbar.visible.change, mPermissionType:<*> ,7
getSeekBarProgress isAutoMode:true <*> <*> <*> ,1
updateLowPowerMode,isPowerSaveMode:falseisInteractive:true ,2
<*> <*> <*> <*> id <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
LoginThread{<*>} LoginC.doLoginByStep(LoginC.java:<*>) <*> <*> <*> ,5
StatusBarNotifier - <*> <*> <*> <*> in the <*> <*> <*> <*> ,2
<*> <*> id = <*> = <*> <*> = <*> ,7
<*> id = <*> ,2
ImsServiceSubHandler : <*> <*> state is UNREGISTERED ,1
<*> <*> <*> <*> <*> Intent { <*> <*> <*> ,1
Report temperature: [charger_ic] temp :<*> report_threshold:<*> ,8
MediaPlayerService::getOMX ,2
<*> <*> to get <*> <*> <*> ,2
we: false ,1
Report temperature: [ap] temp :<*> report_threshold:<*> ,17
RCV <- {<*> IfaceClass <*> <*> <*> <*> ,1
starting registerNativeSignalAction... ,1
[TbdtsAccess.getUserReportSetListFromWeb]Start... ,1
<*> <*> <*> <*> file or directory) ,1
userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=0x0, uid=<*> ,129
<*> <*> <*> "PowerManagerService.WakeLocks". ,1
<*> <*> <*> <*> <*> <*> <*> U=<*> StackId=<*> sz=<*>} ,4
fpc poll irq interupt ,1
<*> <*> <*> <*> <*> <*> <*> <*> line <*> <*> ,7
<script language="JavaScript"> ,2
<*> <*> rt=<*>/<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,5
[HttpClient.getDataWithRetry] success ,1
ExtraTrafficSetting:result is empty ,13
<*> <*> <*> <*> <*> *, int, int, <*> <*> <*> ,1
onCellLocationChanged ,13
tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) <*> <*> <*> to uc.huawei.com:<*> ,2
FingerprintDaemonProxyEx::onTransact, code:<*> ,19
setBackgroundAlpha:alpha=<*>.<*> ,11
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> is abandoned for memory <*> ,5
P2P: cli_channels: ,4
setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> contentDescription:手机信号满格。 typeContentDescription:LTE isTypeIconWide:true showActivity:true activityIn:true activityOut:false isRoaming:false ,1
get <*> <*> <*> <*> ,1
<*> <*> <*> is false ,2
RCV <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> <*> ActivityRecord{b46dc67 u0 com.android.incallui/.InCallActivity <*> <*> <*> ,2
NewEspaceMessageContentObserver getNewEspaceMessageCount: <*> ,13
[pa_<*>] temp_new :<*> temp_old :<*> ,3
action:android.net.wifi.WIFI_STATE_CHANGED, mPermissionType:<*> ,1
<*> state is <*> <*> <*> <*> ,1
<*> <*> <*> <*> <*> <*> in the <*> <*> <*> <*> ,1
not encrypt ,2
bssid=f4:<*>:cd:<*>:c8:<*>;freq=<*>;level=<*>;flags=<*>;ssid=CSDJ; ,1
hw_set_colortemperature: start++ ,5
received broadcast <*> ,8
<*> suspend blocker <*> ,1
<*> <*> <*> <*> sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*> ,5
writeFile, file_len=<*> ,1
<*> read from <*> <*> = <*> ,2
No peeking: unimportant notification: <*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> ,25
onEntryRemovedInternal:<*>|com.sankuai.meituan|<*>|null|<*>, group=<*>|com.sankuai.meituan|<*>|null|<*> ,1
setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> contentDescription:手机信号满格。 typeContentDescription:LTE isTypeIconWide:true showActivity:true <*> <*> <*> ,2
updateNotification(StatusBarNotification(pkg=com.huawei.health user=UserHandle{<*>} id=<*> tag=null key=<*>|com.huawei.health|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE))) ,60
enableTrigger ,5
<*> <*> action: <*> ,1
AutoCleanService:onCreate, registerReceiver ,1
<head> ,1
at android.graphics.Typeface.createFromFile(Typeface.java:<*>) ,1
notifyFinishedGoingToSleep ,5
attemptAutoConnect: false ,2
receive data len = <*> ,191
reportMmEvent: RejectType=<*>,OrgRejectCause=<*>,OptRejectCause=<*>,RejectDomain=<*>,RejectPlmn=<*>,RejectCellId=<*>,RejectLa=<*>,RejectRa=<*>,RejectRatType=<*> ,1
Acquiring suspend blocker "PowerManagerService.WakeLocks". ,184
<*> <*> <*> <*> <*> <*> <*> Intent { <*> <*> <*> <*> (has extras) } <*> <*> <*> ,1
workerFunction STATE_AUTHENTICATE ,2
dzOuHX3SEmnO4Fa0hC3+Er+W30iogtAKGZQIGA20JDvGfld3OFVkeLD55jEZdgdGp+bjjIRKmTN<*> ,1
readPasswordHash ok ,1
ImsServiceSub : <*> <*> = <*> <*> = <*> <*> = <*> <*> = <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FSM_Tool_TreatFolderEncEx => [START]: pcFileName <*> ,16
StartupResidentService:InnerHandler Message:<*> ,52
HWCDisplay::SetPowerMode: display = <*>, mode = <*> ,8
<*> <*> result = false ,2
action:android.intent.action.ALARM_CHANGED, mPermissionType:<*> ,1
main{<*>} onReceive:android.net.wifi.STATE_CHANGE ,3
I/<--- void <*> uint32_t, const <*> void *) line <*> <*> ,1
enqueueNotificationInternal: pkg=com.huawei.health id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 vis=PRIVATE) ,56
release:lock=<*>, flg=0x0, <*> <*> <*> uid=<*>, pid=<*> ,5
onConfigurationChanged... ,1
isSpeakerphoneOn... ,2
pool-<*>-thread-<*>{<*>} BaseBroadcast.sendBroadcast(BaseBroadcast.java:<*>) no receiver for <*> ,1
FpPerformance FpUtils.fingerTurnOnScreen():true ,4
[IssueCreationService.startSocketServerThread] ,2
<*>|Enter getFirstActiveDeviceInfo(). ,1
<*> <*> <*> = <*>, <*> <*> ,5
<*> <*> <*> int, int, const <*> <*> <*> <*> <*> <*> ,2
<*> <*> <*> #<*> A=com.huawei.android.launcher U=<*> StackId=<*> sz=<*>}, <*> <*> <*> <*> U=<*> StackId=<*> sz=<*>}, <*> <*> <*> U=<*> StackId=<*> sz=<*>} ,1
<*> <*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null <*> <*> <*> <*> <*> <*> ,1
main{<*>} PushService.onStartCommand(PushService.java:<*>) Push Service <*> <*> <*> ,2
at java.net.Socket.connect(Socket.java:<*>) ,3
MobileData switch:true ,1
at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:<*>) ,4
msg.recv{<*>} TcpClientThread.onRecv(TcpClientThread.java:<*>) TCP Msg 28TCP_OK ,5
<*> <*> { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 <*> <*> ,1
[ConnectivityManager-<*>]onLost(android/null:<*>) ,1
<*> <*> <*> <*> <*> <*> <*> <*> = <*> <*> ,1
<*> <*> <*> <*> u0 euid: <*> <*> <*> euid: <*> ,5
<*> enable, <*>: en=<*> ,1
eap_proxy: eap_proxy_notify_config ,2
ENTER: handleNetworkConnected() ,1
<*>|logicalDealBroadcastEvent : Intent { act=android.intent.action.TIME_TICK flg=0x50000014 (has extras) } ,7
measureTask getPackageSizeInfoLI : <*> <*> for user <*> ,1
collectReceiverComponents, callerApp: ProcessRecord{<*> <*>:com.baidu.input_huawei/u0a74}, intent:com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER, receiver size:<*>, flags: <*> ,6
<*> <*> <*> id <*> <*> <*> <*> <*> due to <*> ,1
setCurrentlyDisplayedThreadId: -<*> ,1
showPrimarySecurityScreen() ,3
InactiveState<*> ,5
at android.database.sqlite.SQLiteConnection.open(SQLiteConnection.java:<*>) ,3
doTemperatueWarning, health:<*> ,10
notifyStartedWakingUp ,3
<*> <*> type = -<*> ,1
GAJV+XG8P/l8KgREoF/QjMhVDDV/GOssYR/PXcNFLJJj5SO9fqJ2npldb2yys7uvZ3+v+tQvtIJY ,1
instantCollapse ,9
ImsSenderRxr : <*> <*> <*> <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*> ,1
hide ,2
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x0,uasummary=0x4,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,1
Split enqueueing broadcast [callerApp]:ProcessRecord{506ad58 <*>:com.android.systemui/u0a33} ,6
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> ,1
getNeighboringCellInfo calling app is <*> ,11
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, <*> <*> = <*> ,2
cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =com.tencent.mm,id =<*> ,3
Access denied finding property <*> ,5
[Thread-<*>-<*>]isApplicationInForeground false.(hwouc/HwOucUtility.java:<*>) ,1
[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=false ,1
<*> <*> <*> <*> <*> <*> action = <*> <*> <*> <*> <*> ,7
icon : <*> found in app ,2
<*> <*> void *, int, int, const char *, <*> <*> <*> <*> <*> <*> ,1
Enqueueing ordered broadcast[background] <*> u0 android.intent.action.LTE_CA_STATE}: prev had <*> ,14
mWakeupFromSleep= true,currentTime=<*>,mLightSensorEnableTime=<*> ,3
resetPeriodReportTimer enter. ,1
updateLightsLocked,mInCall <*> <*> <*> == null?true ,2
call onScreenTurnedOff(<*>) ,2
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> 8b <*> <*> <*> <*> 6c <*> <*> <*> 2a <*> <*> <*> <*> 0c <*> <*> <*> 2d <*> <*> <*> <*> <*> <*> ,2
[requestLocationUpdatesLocked] 定位..Wifi/基站定位 ,1
mSendService start ,7
<*> <*> <*> pid = <*> ,1
<*> <*> <*> <*> <*> <*> is closed ,1
showPrimarySecurityScreen(turningOff=false) ,5
<*> <*>-<*>-<*> <*>:<*>:<*> ,2
<*> <*> = false ,15
<*> = <*> ,33
showCurrentInputLocked: mCurToken=android.os.Binder@cb2bac<*> ,4
<*> <*> <*> pool - hexdump(len=<*>): [REMOVED] ,1
notifyScreenTurnedOff ,4
getTypeIcon type:<*> ,10
Wallpaper changed ,2
tryUpdateKeyguardWallpaperWithMask::useMask=<*>, avgColorType=<*> ,3
[ChrServiceUtils.isMethodSupported]Method/Supported:getModemLogStatus/true ,2
<*> <*> <*> state is not <*> ,3
<*> <*> <*> <*> <*> report_threshold:<*> ,5
RSSI=<*>;LINKSPEED=<*>;NOISE=<*>;FREQUENCY=<*>; ,13
<*> <*> Connect to server address = [uc.huawei.com,] port = <*> ,2
NormalTrafficAnalysis:alert byte = <*> <*> <*> byte = <*> ,5
t=<*>,BT=<*>,DT=<*>,BT1=<*>,DT1=<*>,Bn=false,Dn=false,lx=[<*>.<*>/<*>],mLx=<*>.<*>,s=<*>.<*>,ss=<*>.<*>,AuIntervened=false,mProximityState=false,bLux=<*>.<*>,dLux=<*>.<*>,bLux1=<*>.<*>,dLux1=<*>.<*> ,2
No peeking: not in <*> <*> ,3
<*> -> <*> ,1
PowerManagerNotifier <*> <*> <*> ,4
ImsSenderRxr : [UNSL]< <*> <*> <*> <*> <*> <*> <*> ,1
<*> <*> <*> change to true ,1
<*> <*> <*> <*> = <*>, state = <*> ,6
flush:sensor(android.sensor.step_counter) handle:<*> ,4
VolumeDialogController.Callbacks onConfigurationChanged ,1
RTT[<*>]=<*>, volume=<*> ,35
Failing getSupportedFeatureset because HAL isn't started ,7
Watch Thread{<*>} WatchThread.onLoop(WatchThread.java:<*>) watch thread onLoop... ,43
<*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> ,10
WatchThread{<*>} TcpClient.clearAll(TcpClient.java:<*>) ==================== TCP CLIENT CLEAR ALL ==================== ,22
SND <*> <*> <*> <*> ,3
Change in state from: <*> <*> <*> ,3
onEntryAdded:<*>|com.tencent.mm|<*>|null|<*>, group=<*>|com.tencent.mm|<*>|null|<*> ,2
<*> <*> <*> is null ,1
<*> <*> <*> ms ,2
applyInPlace=true shouldPeek=false alertAgain=true ,72
<*> byte = <*> <*> <*> <*> <*> <*> state is <*> ,1
<*> <*> <*> need to <*> <*> ,3
action:android.net.conn.DATA_ACTIVITY_CHANGE, mPermissionType:<*> ,55
getQueryTcpResult failed. ,1
<*> <*> <*> : false ,1
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, <*> <*> <*> <*> <*> <*> <*> ,2
<*> <*> = true, <*> = null, <*> = false, <*> = false, reason = <*>, <*> ,4
after exceptionCatchSetup ,1
<*> <*> <*> visible: <*> ,1
mActiveIface: rmnet_data<*> ,6
result = <*> ,2
<*> TcpSocket.close(TcpSocket.java:<*>) shutdown <*> java.net.SocketException: Socket is closed ,1
check dependency pid: <*> is depended by pid: <*> ,18
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,58
<*> <*> <*> <*> <*> pid = <*> ,10
m2: false, m3: false ,7
iqiyi message: <*> <*> <*> <*> ,9
at com.google.inject.internal.util.$CustomConcurrentHashMap$ComputingImpl.get(CustomConcurrentHashMap.java:<*>) ,1
requestLocationUpdates ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
at android.provider.Settings.checkAndNoteWriteSettingsOperation(Settings.java:<*>) ,1
FragmentMenu onPrepareOptionsMenu... ,2
PFW.HwPFWAppRestartPolicy:receive action = <*> ,4
proxyBroadcast:[com.android.browser] proxy:false ,1
scheduleTimeTickEvent triggerAtTime = <*> ,6
batch:sensor(android.sensor.accelerometer) sample_rate=<*>.999925Hz report_rate_f=<*>.000000Hz curr sample rate:<*>.<*> cur rpt rate:<*> max:<*>.<*> min:<*>.<*> ,1
<*> : <*> <*> = true <*> <*> = false ,1
Systrace:: buffer is full and will reset. ,3
at com.huawei.ecs.mtk.util.SimpleThread.run(SimpleThread.java:<*>) ,2
at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:<*>) ,3
<*> <*> <*> <*> <*> trigger action = <*> package name <*> <*> ,3
trim <*> <*> <*> <*> <*> <*> <*> ,5
<*> <*> <*> class android.app.HwCustNotificationImpl ,5
count:<*>,rx_sum:<*>,tx_sum:<*>,rxBytes:<*>,during_ms:<*>,rx_speed:<*>.<*>,tx_speed:<*>.<*>,rto:<*>.<*> ,15
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> ,2
at com.huawei.systemmanager.rainbow.comm.request.AbsServerRequest.processResponse(AbsServerRequest.java:<*>) ,2
isCloneProcess = false ,36
updateVolte::volteState=UNREGISTERED ,2
AwareUserHabit: getTopList is called ,3
<*> package: com.tencent.mm, visible: false ,3
onSignal: mSubId=<*>,currDataSubID=<*> ,222
MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_ON ,3
Beacon IEs - hexdump(len=<*>): <*> 0b <*> <*> 2d <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 8b <*> 0c <*> <*> <*> <*> <*> 0b <*> <*> <*> <*> <*> <*> ... ,2
stop(0xeb117d80) ,1
updateNotificationShade ,208
[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=true ,17
earliestValidTime + <*> ,4
HwLocationManager:onLocationChanged.ThirdLocation ,5
<*> <*> alarm OK ! ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> ActivityRecord{930e418 u0 com.huawei.android.launcher/.unihome.UniHomeLauncher <*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,6
collapsePanel:false ,6
resumeTopActivityLocked: <*> <*> <*> <*> <*> ,3
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:<*>, VideoSettings:(CameraDir:<*>)] ,1
<*> <*> due to no <*> <*> <*> <*> <*> <*> <*> x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,3
mFirstValidAuto=true,mAutoIntervened=falsemfastAnimtionFlag=false ,1
uUYZpTHHuGs77kdPbr++21qVmn7iBgU9ufjvuUIGI9k2gcOizpRkqGQxzQeSurbUDYwi6/xb6Y8F ,1
proxy app:com.huawei.espacev2,uid:<*>,result:true ,1
<*> Failed to get <*> <*> <*> ,2
<*>|action android.net.conn.CONNECTIVITY_CHANGE ,1
org.iqiyi.video.vote.b.aux.a()<<*>> : checkVoteShowTime--hideVoteView ,89
<*> <*> is <*> <*> <*> <*> <*> = <*>.<*> ,3
AutoCleanReceiveServer:receive action:android.intent.action.SCREEN_ON ,4
onCreate ,4
DisplayPowerController updatePowerState mPendingRequestLocked=policy=BRIGHT, useProximitySensor=false, useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, <*> <*> blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=<*>, userId=<*> ,1
<MCT >< <*> <*> <*> <*> <*> <*> ,1
<*> 2DSDR: <*> <*> <*> <*> SDR <*> ,1
chinaDateTime:清晨<*>:<*> ,2
show ,6
tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max <*> to uc.huawei.com:<*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> is [<*>]! ,2
<*> <*> com.tencent.mm broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=0x<*> ,24
<*> <*> void *, int, int, <*> char *, <*> <*> <*> <*> <*> <*> ,2
onEntryAdded:<*>|com.qiyi.video|<*>|group_key_override|<*>|ranker_bundle, group=<*>|com.qiyi.video|g:ranker_bundle ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> => [END] <*> <*> ,4
RCV <- {<*> <*> Tethering stats list completed} ,24
<*> <*> <*> <*> <*> euid: <*> <*> <*> euid: <*> ,2
Alarm triggering (type <*> <*> <*> <*> type <*> when <*> <*> ,5
write:userId=<*>,mPosBrightness =<*>.<*>,mOffsetBrightness_last=<*>.<*>,mIsUserChange=false,mDeltaNew=<*>.<*>,mStartLuxDefaultBrightness=<*>.038124mLastLuxDefaultBrightness=<*>.<*>,mAmLux=<*>.<*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,31
<*> <*> Intent { <*> <*> <*> <*> ,1
<*> DownloadEpisodeAdapter] <*> ,1
bh1745-light calling driver <*> ,4
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> false gw|lte ,4
getInstalledApplications blocked ,2
resetPagerState ,15
<*> <*> <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,3
HCDN_LOG: [<*>/<*>/<*>-<*>:<*>:<*>:<*>]:m_DBFilePath::memory: ,1
No config file found <*> ,4
<*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> <*> ,1
bssid=<*>:<*>:bc:0b:<*>:e0;freq=<*>;level=<*>;flags=<*>;ssid=wlanaccessv2.<*>; ,1
uploadLocationAction:actionType:1actionMsg:PROVIDER:gps,PN:com.sankuai.meituanhd,HC:3bae2d<*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:KeySpace <*> <*> <*> <*> ,1
<*> <*> <*> samplingRate <*>, format <*>, channelMask <*>, flags <*> ,1
onStartedGoingToSleep ,1
<*> <*> <*> <*> pid: <*> <*> <*> ,9
<*> <*> state = <*> ,1
CallObjectMethod end ,5
updateDimmedActivatedHideSensitive overlap:true ,56
<*> : <*> <*> <*> <*> <*> <*> <*> : false ,1
at com.huawei.ecs.mip.proxy.TcpClientThread.onLoop(TcpClientThread.java:<*>) ,3
<*> <*> <*> <*> <*> <*> euid: <*> <*> ,6
<*> <*> <*> <*> <*> <*> <*> of ,1
hw_set_colortemperature: end-- ,9
value: http://logservice.vmall.com/osg/logServerAction!uf.htm?lsId=<*>&st=fcQe7L4m7GYCu0Jte8Hbva%2BnQ2KZT3zshg4xtdTqay8%3D&dsKey=<*>&tblName=<*> ,1
<*> <*> do nothing. ,1
resp->status: -<*> ,1
JNI_OnLoad->exit(puma) ,1
bssid=c0:<*>:<*>:6c:db:<*>;freq=<*>;level=<*>;flags=<*>;ssid=XTC-20140620ZII_Network_<*>; ,2
Mitigation:VDD[MODEM]:<*> ,1
selectOutput() commonFlags for output <*>, <*> ,16
DisabledState cellid = <*> ,4
received broadcast android.intent.action.BATTERY_CHANGED ,4
<*> enter for <*> <*> ,1
iqiyi message: ==== <*> <*> <*> <*> <*> <*> ,4
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
<*> <*> is: <*> ,2
updateDimmedActivatedHideSensitive overlap:false ,144
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,332
getRemainingChance <*> ,4
setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
<*> <*> <*> <*> <*> for <*> <*> ,1
<*> connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4GPLUS),activityIn=false,activityOut=false,rssi=<*>,lastModified=<*>-<*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true ,2
poll before: g_monitor_fd =<*> ,65
at android.provider.Settings$System.putString(Settings.java:<*>) ,1
22HQQroarjG3Uf2UBm5NqombplQS/vGCCQ== ,1
unproxy app:com.tencent.mm,uid:<*>,result:true ,2
<*> to get <*> <*> <*> <*> is not <*> ,4
ACTION_PFW_WAKEUP_TIMER ,2
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> 6c <*> <*> <*> <*> <*> <*> 8b <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0d <*> 2a <*> ... ,1
StaEnabledState what=<*> ,4
mDateString is: <*>月<*>日星期六 ,7
<*> <*> <*> to uc.huawei.com:<*> ,9
<*> = <*> <*> <*> <*> ,6
SND -> {<*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
need to force refresh view ,15
Skipping, withExcluded: false, tr.intent:Intent { <*> <*> <*> <*> cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) } ,1
AwareMem_Kill: execute: killing count=<*> ,4
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> mode to <*> <*> <*> <*> ,1
No peeking: not in use: <*>|com.huawei.health|<*>|null|<*> ,28
<*> <*> user=UserHandle{<*>} id=<*> tag=null <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 <*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*> ,4
[ACC]processReportInd: X: <*>.<*> Y: <*>.<*> Z: <*>.<*> x_offset:<*>.<*> y_offset:<*>.<*> z_offset:<*>.<*> ,75
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> id is [<*>]! ,1
<*>|rebuild notification ,75
action:android.com.huawei.bone.NOTIFY_SPORT_DATA, mPermissionType:<*> ,162
<*> result = <*> <*> <*> <*> <*> <*> ,1
Nexus initConnection ,1
at java.net.Inet6AddressImpl.lookupAllHostAddr(Inet6AddressImpl.java:<*>) ,1
